seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha
40541,100,1,2,20,3782,20000,1.0,72,69,Mu1-const,1RAI,0.1
44643,100,1,2,21,2934,20000,1.0,71,68,Mu1-const,1RAI,0.1
48945,100,1,2,22,7723,20000,1.0,71,68,Mu1-const,1RAI,0.1
53447,100,1,2,23,12389,20000,1.0,70,67,Mu1-const,1RAI,0.1
58149,100,1,2,24,2134,20000,1.0,73,71,Mu1-const,1RAI,0.1
63051,100,1,2,25,2404,20000,1.0,70,67,Mu1-const,1RAI,0.1
68153,100,1,2,26,3969,20000,1.0,69,66,Mu1-const,1RAI,0.1
73455,100,1,2,27,8808,20000,1.0,73,70,Mu1-const,1RAI,0.1
78957,100,1,2,28,14244,20000,1.0,71,68,Mu1-const,1RAI,0.1
84659,100,1,2,29,20000,20000,0.989899,74,72,Mu1-const,1RAI,0.1
509,100,3,2,0,4145,20000,1.0,46,40,Mu1-const,1RAI,0.1
613,100,3,2,1,6964,20000,1.0,44,38,Mu1-const,1RAI,0.1
917,100,3,2,2,2681,20000,1.0,42,36,Mu1-const,1RAI,0.1
1421,100,3,2,3,3279,20000,1.0,40,34,Mu1-const,1RAI,0.1
2125,100,3,2,4,2613,20000,1.0,48,43,Mu1-const,1RAI,0.1
3029,100,3,2,5,9108,20000,1.0,45,39,Mu1-const,1RAI,0.1
4133,100,3,2,6,6188,20000,1.0,43,37,Mu1-const,1RAI,0.1
5437,100,3,2,7,6130,20000,1.0,46,41,Mu1-const,1RAI,0.1
6941,100,3,2,8,9752,20000,1.0,40,34,Mu1-const,1RAI,0.1
8645,100,3,2,9,1464,20000,1.0,47,42,Mu1-const,1RAI,0.1
10549,100,3,2,10,3848,20000,1.0,46,40,Mu1-const,1RAI,0.1
12653,100,3,2,11,6589,20000,1.0,42,36,Mu1-const,1RAI,0.1
14957,100,3,2,12,1884,20000,1.0,46,40,Mu1-const,1RAI,0.1
17461,100,3,2,13,10114,20000,1.0,38,32,Mu1-const,1RAI,0.1
20165,100,3,2,14,3503,20000,1.0,43,37,Mu1-const,1RAI,0.1
23069,100,3,2,15,4316,20000,1.0,44,38,Mu1-const,1RAI,0.1
26173,100,3,2,16,5344,20000,1.0,46,40,Mu1-const,1RAI,0.1
29477,100,3,2,17,5473,20000,1.0,39,33,Mu1-const,1RAI,0.1
32981,100,3,2,18,4252,20000,1.0,44,38,Mu1-const,1RAI,0.1
36685,100,3,2,19,11493,20000,1.0,41,35,Mu1-const,1RAI,0.1
40589,100,3,2,20,20000,20000,0.989899,46,41,Mu1-const,1RAI,0.1
44693,100,3,2,21,1393,20000,1.0,42,36,Mu1-const,1RAI,0.1
48997,100,3,2,22,4609,20000,1.0,43,37,Mu1-const,1RAI,0.1
53501,100,3,2,23,3545,20000,1.0,42,36,Mu1-const,1RAI,0.1
58205,100,3,2,24,4433,20000,1.0,39,33,Mu1-const,1RAI,0.1
63109,100,3,2,25,10266,20000,1.0,43,37,Mu1-const,1RAI,0.1
68213,100,3,2,26,4363,20000,1.0,46,40,Mu1-const,1RAI,0.1
73517,100,3,2,27,7882,20000,1.0,42,36,Mu1-const,1RAI,0.1
79021,100,3,2,28,7055,20000,1.0,42,36,Mu1-const,1RAI,0.1
84725,100,3,2,29,3265,20000,1.0,46,40,Mu1-const,1RAI,0.1
251709,100,1,50,4,500000,500000,0.966262,73,71,Mu1-const,1RAI,0.1
252611,100,1,50,5,500000,500000,0.955849,68,65,Mu1-const,1RAI,0.1
253713,100,1,50,6,500000,500000,0.966183,70,67,Mu1-const,1RAI,0.1
255015,100,1,50,7,500000,500000,0.962515,68,65,Mu1-const,1RAI,0.1
256517,100,1,50,8,500000,500000,0.959272,73,71,Mu1-const,1RAI,0.1
258219,100,1,50,9,500000,500000,0.952648,70,67,Mu1-const,1RAI,0.1
260121,100,1,50,10,500000,500000,0.974332,71,68,Mu1-const,1RAI,0.1
262223,100,1,50,11,500000,500000,0.967668,73,70,Mu1-const,1RAI,0.1
264525,100,1,50,12,500000,500000,0.980196,72,69,Mu1-const,1RAI,0.1
267027,100,1,50,13,500000,500000,0.973016,72,69,Mu1-const,1RAI,0.1
269729,100,1,50,14,500000,500000,0.957921,69,66,Mu1-const,1RAI,0.1
272631,100,1,50,15,500000,500000,0.963135,72,69,Mu1-const,1RAI,0.1
275733,100,1,50,16,500000,500000,0.954476,66,63,Mu1-const,1RAI,0.1
279035,100,1,50,17,500000,500000,0.961213,73,70,Mu1-const,1RAI,0.1
282537,100,1,50,18,500000,500000,0.972755,73,70,Mu1-const,1RAI,0.1
286239,100,1,50,19,500000,500000,0.965134,70,67,Mu1-const,1RAI,0.1
290141,100,1,50,20,500000,500000,0.969304,72,69,Mu1-const,1RAI,0.1
294243,100,1,50,21,500000,500000,0.968756,71,68,Mu1-const,1RAI,0.1
298545,100,1,50,22,500000,500000,0.970602,71,68,Mu1-const,1RAI,0.1
303047,100,1,50,23,500000,500000,0.972609,73,70,Mu1-const,1RAI,0.1
307749,100,1,50,24,500000,500000,0.957162,74,72,Mu1-const,1RAI,0.1
312651,100,1,50,25,500000,500000,0.961429,71,68,Mu1-const,1RAI,0.1
317753,100,1,50,26,500000,500000,0.959951,71,68,Mu1-const,1RAI,0.1
323055,100,1,50,27,500000,500000,0.973779,72,69,Mu1-const,1RAI,0.1
328557,100,1,50,28,500000,500000,0.967448,74,72,Mu1-const,1RAI,0.1
334259,100,1,50,29,500000,500000,0.958596,67,64,Mu1-const,1RAI,0.1
250109,100,3,50,0,500000,500000,0.965705,42,36,Mu1-const,1RAI,0.1
250213,100,3,50,1,500000,500000,0.956328,43,37,Mu1-const,1RAI,0.1
250517,100,3,50,2,500000,500000,0.96827,40,34,Mu1-const,1RAI,0.1
251021,100,3,50,3,500000,500000,0.968752,38,32,Mu1-const,1RAI,0.1
251725,100,3,50,4,500000,500000,0.970308,43,37,Mu1-const,1RAI,0.1
252629,100,3,50,5,500000,500000,0.965354,39,33,Mu1-const,1RAI,0.1
253733,100,3,50,6,500000,500000,0.971504,42,36,Mu1-const,1RAI,0.1
255037,100,3,50,7,500000,500000,0.973882,46,41,Mu1-const,1RAI,0.1
256541,100,3,50,8,500000,500000,0.962672,41,35,Mu1-const,1RAI,0.1
258245,100,3,50,9,500000,500000,0.975278,39,33,Mu1-const,1RAI,0.1
260149,100,3,50,10,500000,500000,0.968833,39,33,Mu1-const,1RAI,0.1
262253,100,3,50,11,500000,500000,0.950859,42,36,Mu1-const,1RAI,0.1
264557,100,3,50,12,500000,500000,0.968467,43,37,Mu1-const,1RAI,0.1
267061,100,3,50,13,500000,500000,0.973538,42,36,Mu1-const,1RAI,0.1
269765,100,3,50,14,500000,500000,0.964378,46,40,Mu1-const,1RAI,0.1
272669,100,3,50,15,500000,500000,0.965198,41,35,Mu1-const,1RAI,0.1
275773,100,3,50,16,500000,500000,0.983056,48,43,Mu1-const,1RAI,0.1
279077,100,3,50,17,500000,500000,0.970581,43,37,Mu1-const,1RAI,0.1
282581,100,3,50,18,500000,500000,0.974733,48,43,Mu1-const,1RAI,0.1
286285,100,3,50,19,500000,500000,0.968404,39,33,Mu1-const,1RAI,0.1
290189,100,3,50,20,500000,500000,0.966015,43,37,Mu1-const,1RAI,0.1
294293,100,3,50,21,500000,500000,0.969828,42,36,Mu1-const,1RAI,0.1
298597,100,3,50,22,500000,500000,0.968835,46,40,Mu1-const,1RAI,0.1
303101,100,3,50,23,500000,500000,0.977541,46,41,Mu1-const,1RAI,0.1
307805,100,3,50,24,500000,500000,0.961376,40,34,Mu1-const,1RAI,0.1
312709,100,3,50,25,500000,500000,0.957582,40,34,Mu1-const,1RAI,0.1
317813,100,3,50,26,500000,500000,0.96451,39,33,Mu1-const,1RAI,0.1
323117,100,3,50,27,500000,500000,0.967121,38,32,Mu1-const,1RAI,0.1
328621,100,3,50,28,500000,500000,0.937339,38,32,Mu1-const,1RAI,0.1
334325,100,3,50,29,500000,500000,0.97018,40,34,Mu1-const,1RAI,0.1
26,5,1,2,0,8,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
51,10,1,2,0,200,200,0.666667,1,1,Mu1-const,XRAI_0.100000,0.1
2674,25,3,2,10,98,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
126,25,1,2,0,259,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
251,50,1,2,0,757,5000,1.0,26,24,Mu1-const,XRAI_0.100000,0.1
1011,10,1,10,0,1000,1000,0.891386,1,0,Mu1-const,XRAI_0.100000,0.1
33,5,1,2,1,2,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
63,10,1,2,1,22,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
3203,25,3,2,11,211,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
153,25,1,2,1,379,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
303,50,1,2,1,712,5000,1.0,31,29,Mu1-const,XRAI_0.100000,0.1
50,5,1,2,2,18,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
95,10,1,2,2,25,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
3782,25,3,2,12,146,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
1023,10,1,10,1,1000,1000,0.931707,1,0,Mu1-const,XRAI_0.100000,0.1
230,25,1,2,2,52,1250,1.0,6,4,Mu1-const,XRAI_0.100000,0.1
455,50,1,2,2,1216,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
77,5,1,2,3,8,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
147,10,1,2,3,36,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
4411,25,3,2,13,104,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
357,25,1,2,3,324,1250,1.0,8,7,Mu1-const,XRAI_0.100000,0.1
707,50,1,2,3,414,5000,1.0,32,30,Mu1-const,XRAI_0.100000,0.1
114,5,1,2,4,7,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
1055,10,1,10,2,1000,1000,0.920564,1,0,Mu1-const,XRAI_0.100000,0.1
219,10,1,2,4,12,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
5090,25,3,2,14,58,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
534,25,1,2,4,138,1250,1.0,7,5,Mu1-const,XRAI_0.100000,0.1
161,5,1,2,5,50,50,0.75,0,0,Mu1-const,XRAI_0.100000,0.1
1059,50,1,2,4,1295,5000,1.0,30,28,Mu1-const,XRAI_0.100000,0.1
311,10,1,2,5,82,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
1107,10,1,10,3,1000,1000,0.893942,1,0,Mu1-const,XRAI_0.100000,0.1
5819,25,3,2,15,209,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
761,25,1,2,5,219,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
218,5,1,2,6,9,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
423,10,1,2,6,27,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
1511,50,1,2,5,3107,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
6598,25,3,2,16,147,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
1179,10,1,10,4,1000,1000,0.866461,1,1,Mu1-const,XRAI_0.100000,0.1
1038,25,1,2,6,551,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
285,5,1,2,7,23,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
555,10,1,2,7,23,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
2063,50,1,2,6,1377,5000,1.0,25,23,Mu1-const,XRAI_0.100000,0.1
7427,25,3,2,17,134,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
1365,25,1,2,7,1250,1250,0.958333,8,7,Mu1-const,XRAI_0.100000,0.1
1271,10,1,10,5,1000,1000,0.933746,1,0,Mu1-const,XRAI_0.100000,0.1
362,5,1,2,8,50,50,0.75,0,0,Mu1-const,XRAI_0.100000,0.1
707,10,1,2,8,11,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
2715,50,1,2,7,797,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
8306,25,3,2,18,165,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
1742,25,1,2,8,94,1250,1.0,8,7,Mu1-const,XRAI_0.100000,0.1
449,5,1,2,9,14,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
879,10,1,2,9,22,200,1.0,1,1,Mu1-const,XRAI_0.100000,0.1
1383,10,1,10,6,1000,1000,0.893942,1,0,Mu1-const,XRAI_0.100000,0.1
3467,50,1,2,8,362,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
9235,25,3,2,19,80,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
2169,25,1,2,9,282,1250,1.0,7,6,Mu1-const,XRAI_0.100000,0.1
546,5,1,2,10,5,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
1071,10,1,2,10,30,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
4319,50,1,2,9,1609,5000,1.0,25,23,Mu1-const,XRAI_0.100000,0.1
1515,10,1,10,7,1000,1000,0.768111,1,1,Mu1-const,XRAI_0.100000,0.1
10214,25,3,2,20,166,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
2646,25,1,2,10,248,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
653,5,1,2,11,23,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
1283,10,1,2,11,14,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
5271,50,1,2,10,1335,5000,1.0,26,24,Mu1-const,XRAI_0.100000,0.1
11243,25,3,2,21,250,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
3173,25,1,2,11,109,1250,1.0,8,7,Mu1-const,XRAI_0.100000,0.1
1667,10,1,10,8,1000,1000,0.925926,1,0,Mu1-const,XRAI_0.100000,0.1
770,5,1,2,12,1,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
1515,10,1,2,12,68,200,1.0,1,1,Mu1-const,XRAI_0.100000,0.1
12322,25,3,2,22,198,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
6323,50,1,2,11,3800,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
3750,25,1,2,12,1250,1250,0.958333,7,6,Mu1-const,XRAI_0.100000,0.1
897,5,1,2,13,23,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
1839,10,1,10,9,1000,1000,0.931707,1,0,Mu1-const,XRAI_0.100000,0.1
1767,10,1,2,13,53,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
13451,25,3,2,23,41,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
7475,50,1,2,12,987,5000,1.0,26,24,Mu1-const,XRAI_0.100000,0.1
4377,25,1,2,13,109,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
1034,5,1,2,14,14,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2039,10,1,2,14,56,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
14630,25,3,2,24,573,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
2031,10,1,10,10,1000,1000,0.774104,1,1,Mu1-const,XRAI_0.100000,0.1
5054,25,1,2,14,80,1250,1.0,12,11,Mu1-const,XRAI_0.100000,0.1
8727,50,1,2,13,1634,5000,1.0,26,24,Mu1-const,XRAI_0.100000,0.1
1181,5,1,2,15,21,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2331,10,1,2,15,200,200,0.888889,1,0,Mu1-const,XRAI_0.100000,0.1
15859,25,3,2,25,168,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
5781,25,1,2,15,317,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
2243,10,1,10,11,1000,1000,0.896561,1,1,Mu1-const,XRAI_0.100000,0.1
10079,50,1,2,14,492,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
1338,5,1,2,16,27,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2643,10,1,2,16,15,200,1.0,2,2,Mu1-const,XRAI_0.100000,0.1
17138,25,3,2,26,224,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
6558,25,1,2,16,477,1250,1.0,7,6,Mu1-const,XRAI_0.100000,0.1
11531,50,1,2,15,1115,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
1505,5,1,2,17,19,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2475,10,1,10,12,1000,1000,0.933746,1,0,Mu1-const,XRAI_0.100000,0.1
2975,10,1,2,17,43,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
18467,25,3,2,27,100,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
7385,25,1,2,17,1250,1250,0.958333,8,7,Mu1-const,XRAI_0.100000,0.1
13083,50,1,2,16,1396,5000,1.0,27,25,Mu1-const,XRAI_0.100000,0.1
1682,5,1,2,18,19,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
3327,10,1,2,18,40,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2727,10,1,10,13,1000,1000,0.917183,1,0,Mu1-const,XRAI_0.100000,0.1
19846,25,3,2,28,332,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
8262,25,1,2,18,167,1250,1.0,7,6,Mu1-const,XRAI_0.100000,0.1
1869,5,1,2,19,8,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
14735,50,1,2,17,3730,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
3699,10,1,2,19,13,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
2999,10,1,10,14,1000,1000,0.86142,1,0,Mu1-const,XRAI_0.100000,0.1
21275,25,3,2,29,203,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
9189,25,1,2,19,676,1250,1.0,7,6,Mu1-const,XRAI_0.100000,0.1
2066,5,1,2,20,50,50,0.75,0,0,Mu1-const,XRAI_0.100000,0.1
4091,10,1,2,20,101,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
16487,50,1,2,18,3082,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
150,25,5,2,0,113,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
10166,25,1,2,20,131,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
3291,10,1,10,15,1000,1000,0.924097,1,0,Mu1-const,XRAI_0.100000,0.1
2273,5,1,2,21,15,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
4503,10,1,2,21,38,200,1.0,1,1,Mu1-const,XRAI_0.100000,0.1
18339,50,1,2,19,1620,5000,1.0,27,25,Mu1-const,XRAI_0.100000,0.1
181,25,5,2,1,150,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
11193,25,1,2,21,185,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
2490,5,1,2,22,4,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
4935,10,1,2,22,25,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
262,25,5,2,2,118,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
2717,5,1,2,23,7,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
12270,25,1,2,22,533,1250,1.0,8,7,Mu1-const,XRAI_0.100000,0.1
5387,10,1,2,23,19,200,1.0,1,1,Mu1-const,XRAI_0.100000,0.1
20291,50,1,2,20,875,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
393,25,5,2,3,119,1250,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
3603,10,1,10,16,1000,1000,0.927802,1,0,Mu1-const,XRAI_0.100000,0.1
2954,5,1,2,24,16,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
13397,25,1,2,23,842,1250,1.0,7,5,Mu1-const,XRAI_0.100000,0.1
5859,10,1,2,24,40,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
22343,50,1,2,21,1062,5000,1.0,31,29,Mu1-const,XRAI_0.100000,0.1
574,25,5,2,4,155,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
3201,5,1,2,25,10,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
3935,10,1,10,17,1000,1000,0.917183,1,0,Mu1-const,XRAI_0.100000,0.1
14574,25,1,2,24,194,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
6351,10,1,2,25,52,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
24495,50,1,2,22,860,5000,1.0,27,25,Mu1-const,XRAI_0.100000,0.1
805,25,5,2,5,153,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
3458,5,1,2,26,21,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
15801,25,1,2,25,146,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
4287,10,1,10,18,1000,1000,0.887661,2,2,Mu1-const,XRAI_0.100000,0.1
6863,10,1,2,26,45,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
26747,50,1,2,23,2891,5000,1.0,28,26,Mu1-const,XRAI_0.100000,0.1
1086,25,5,2,6,94,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
3725,5,1,2,27,10,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
17078,25,1,2,26,141,1250,1.0,10,9,Mu1-const,XRAI_0.100000,0.1
7395,10,1,2,27,102,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
4659,10,1,10,19,1000,1000,0.909278,1,0,Mu1-const,XRAI_0.100000,0.1
29099,50,1,2,24,849,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
1417,25,5,2,7,124,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
4002,5,1,2,28,50,50,0.75,0,0,Mu1-const,XRAI_0.100000,0.1
18405,25,1,2,27,308,1250,1.0,8,7,Mu1-const,XRAI_0.100000,0.1
7947,10,1,2,28,13,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
5051,10,1,10,20,1000,1000,0.897896,1,0,Mu1-const,XRAI_0.100000,0.1
1798,25,5,2,8,468,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
31551,50,1,2,25,2358,5000,1.0,27,25,Mu1-const,XRAI_0.100000,0.1
4289,5,1,2,29,8,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
19782,25,1,2,28,395,1250,1.0,7,5,Mu1-const,XRAI_0.100000,0.1
8519,10,1,2,29,15,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
2229,25,5,2,9,160,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
5463,10,1,10,21,1000,1000,0.845506,1,1,Mu1-const,XRAI_0.100000,0.1
34,5,3,2,0,5,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
34103,50,1,2,26,1489,5000,1.0,27,25,Mu1-const,XRAI_0.100000,0.1
21209,25,1,2,29,880,1250,1.0,9,8,Mu1-const,XRAI_0.100000,0.1
59,10,3,2,0,4,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
2710,25,5,2,10,114,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
43,5,3,2,1,6,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
5895,10,1,10,22,1000,1000,0.869579,1,0,Mu1-const,XRAI_0.100000,0.1
134,25,3,2,0,69,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
73,10,3,2,1,18,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
36755,50,1,2,27,3389,5000,1.0,29,27,Mu1-const,XRAI_0.100000,0.1
3241,25,5,2,11,72,1250,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
62,5,3,2,2,4,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
163,25,3,2,1,175,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
6347,10,1,10,23,1000,1000,0.933746,1,0,Mu1-const,XRAI_0.100000,0.1
107,10,3,2,2,21,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
39507,50,1,2,28,2295,5000,1.0,30,28,Mu1-const,XRAI_0.100000,0.1
3822,25,5,2,12,160,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
91,5,3,2,3,4,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
242,25,3,2,2,99,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
161,10,3,2,3,10,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
42359,50,1,2,29,1393,5000,1.0,25,23,Mu1-const,XRAI_0.100000,0.1
6819,10,1,10,24,1000,1000,0.912354,1,0,Mu1-const,XRAI_0.100000,0.1
4453,25,5,2,13,112,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
130,5,3,2,4,4,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
371,25,3,2,3,386,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
235,10,3,2,4,9,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
259,50,3,2,0,1647,5000,1.0,11,7,Mu1-const,XRAI_0.100000,0.1
5134,25,5,2,14,115,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
179,5,3,2,5,6,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
7311,10,1,10,25,1000,1000,0.887661,1,0,Mu1-const,XRAI_0.100000,0.1
550,25,3,2,4,239,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
329,10,3,2,5,17,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
5865,25,5,2,15,100,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
313,50,3,2,1,1374,5000,1.0,9,5,Mu1-const,XRAI_0.100000,0.1
238,5,3,2,6,14,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
779,25,3,2,5,152,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
7823,10,1,10,26,1000,1000,0.829469,1,0,Mu1-const,XRAI_0.100000,0.1
443,10,3,2,6,20,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
6646,25,5,2,16,45,1250,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
307,5,3,2,7,5,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
467,50,3,2,2,1820,5000,1.0,6,2,Mu1-const,XRAI_0.100000,0.1
1058,25,3,2,6,251,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
577,10,3,2,7,24,200,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
7477,25,5,2,17,145,1250,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
8355,10,1,10,27,1000,1000,0.910803,1,0,Mu1-const,XRAI_0.100000,0.1
386,5,3,2,8,3,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
721,50,3,2,3,429,5000,1.0,11,7,Mu1-const,XRAI_0.100000,0.1
1387,25,3,2,7,295,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
731,10,3,2,8,21,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
8358,25,5,2,18,90,1250,1.0,1,0,Mu1-const,XRAI_0.100000,0.1
475,5,3,2,9,3,50,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
8907,10,1,10,28,1000,1000,0.893942,1,0,Mu1-const,XRAI_0.100000,0.1
1075,50,3,2,4,908,5000,1.0,9,5,Mu1-const,XRAI_0.100000,0.1
1766,25,3,2,8,249,1250,1.0,2,0,Mu1-const,XRAI_0.100000,0.1
905,10,3,2,9,32,200,1.0,0,0,Mu1-const,XRAI_0.100000,0.1
